This file was created by CMPT_IND_RETS using the 202312 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
194706,    138,     57,    288,     50,     40,      7,     77,     18,     35,    141
194707,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194708,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194709,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194710,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194711,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194712,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194801,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194802,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194803,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194804,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194805,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194806,    147,     58,    297,     51,     43,      7,     84,     18,     45,    146
194807,    152,     63,    307,     53,     44,      7,     85,     18,     51,    154
194808,    152,     63,    307,     53,     44,      7,     85,     18,     51,    154
194809,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194810,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194811,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194812,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194901,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194902,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194903,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194904,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194905,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194906,    152,     63,    306,     53,     44,      7,     85,     18,     51,    154
194907,    153,     64,    313,     55,     45,      8,     87,     18,     56,    158
194908,    153,     64,    313,     55,     45,      8,     87,     18,     56,    158
194909,    153,     64,    313,     55,     45,      8,     87,     18,     56,    158
194910,    153,     64,    313,     55,     45,      8,     87,     18,     56,    158
194911,    153,     64,    313,     55,     45,      8,     87,     18,     56,    158
194912,    153,     64,    313,     55,     45,      8,     87,     18,     56,    157
195001,    153,     64,    313,     55,     45,      8,     85,     18,     56,    157
195002,    153,     64,    313,     55,     45,      8,     85,     18,     56,    157
195003,    153,     64,    313,     55,     45,      8,     85,     18,     56,    157
195004,    153,     64,    313,     55,     45,      8,     85,     18,     56,    157
195005,    153,     64,    313,     55,     44,      8,     85,     18,     56,    157
195006,    153,     64,    313,     54,     44,      8,     85,     18,     56,    157
195007,    153,     65,    313,     57,     44,      8,     85,     18,     72,    159
195008,    153,     65,    313,     57,     44,      8,     85,     18,     72,    159
195009,    153,     65,    313,     57,     44,      8,     85,     18,     72,    159
195010,    153,     65,    313,     57,     44,      8,     85,     18,     72,    159
195011,    153,     65,    313,     57,     44,      8,     85,     18,     72,    159
195012,    153,     64,    312,     57,     44,      8,     85,     18,     72,    159
195101,    153,     64,    312,     57,     44,      8,     85,     18,     72,    158
195102,    153,     64,    312,     57,     44,      8,     85,     18,     72,    158
195103,    153,     64,    312,     57,     44,      8,     85,     18,     72,    158
195104,    153,     64,    312,     57,     44,      8,     85,     18,     72,    158
195105,    153,     64,    312,     57,     44,      8,     85,     18,     72,    158
195106,    153,     64,    312,     57,     44,      8,     85,     18,     72,    158
195107,    156,     65,    318,     59,     46,      8,     86,     19,     84,    161
195108,    155,     65,    318,     59,     46,      8,     86,     19,     84,    161
195109,    155,     65,    317,     59,     46,      8,     86,     19,     84,    161
195110,    155,     65,    317,     59,     46,      8,     86,     19,     84,    161
195111,    155,     65,    316,     59,     46,      8,     86,     19,     83,    161
195112,    155,     65,    316,     59,     46,      8,     86,     19,     83,    161
195201,    155,     65,    316,     59,     46,      8,     86,     19,     83,    161
195202,    155,     65,    316,     59,     46,      8,     86,     19,     83,    161
195203,    155,     65,    316,     59,     46,      8,     86,     19,     83,    160
195204,    154,     65,    316,     59,     46,      8,     86,     19,     83,    160
195205,    154,     65,    316,     59,     46,      8,     86,     19,     83,    160
195206,    154,     65,    316,     59,     46,      8,     86,     19,     83,    160
195207,    156,     66,    323,     60,     49,      8,     87,     19,     83,    160
195208,    156,     66,    323,     60,     49,      8,     87,     19,     83,    160
195209,    156,     66,    323,     60,     49,      8,     87,     19,     83,    160
195210,    156,     66,    323,     60,     49,      8,     87,     18,     83,    160
195211,    156,     66,    322,     60,     49,      8,     87,     18,     83,    160
195212,    156,     66,    322,     60,     49,      8,     87,     18,     83,    160
195301,    156,     66,    322,     60,     49,      8,     87,     18,     83,    160
195302,    156,     66,    322,     60,     49,      7,     86,     18,     83,    160
195303,    154,     66,    322,     60,     48,      7,     86,     18,     83,    160
195304,    154,     66,    322,     60,     48,      7,     86,     18,     83,    160
195305,    154,     66,    321,     60,     48,      7,     86,     17,     83,    157
195306,    154,     66,    321,     60,     48,      7,     86,     17,     83,    157
195307,    154,     65,    329,     60,     50,      8,     88,     18,     87,    161
195308,    153,     65,    329,     60,     50,      8,     88,     18,     87,    161
195309,    152,     65,    329,     60,     50,      8,     87,     18,     87,    161
195310,    152,     64,    329,     60,     50,      8,     87,     18,     87,    161
195311,    152,     64,    328,     60,     50,      8,     87,     18,     87,    161
195312,    152,     64,    328,     60,     50,      8,     87,     18,     87,    161
195401,    152,     64,    328,     60,     50,      8,     87,     18,     87,    161
195402,    152,     64,    328,     60,     50,      8,     87,     18,     87,    161
195403,    152,     64,    328,     60,     50,      8,     87,     18,     87,    161
195404,    152,     64,    327,     60,     50,      8,     87,     18,     87,    161
195405,    152,     63,    325,     60,     50,      8,     87,     18,     87,    161
195406,    152,     63,    325,     60,     50,      8,     87,     18,     87,    161
195407,    152,     62,    332,     60,     50,      9,     87,     18,     90,    162
195408,    152,     62,    332,     59,     50,      9,     87,     18,     90,    162
195409,    152,     62,    332,     59,     50,      9,     87,     18,     90,    162
195410,    152,     61,    331,     59,     50,      9,     87,     18,     90,    160
195411,    152,     61,    331,     58,     50,      9,     87,     18,     90,    160
195412,    152,     61,    331,     58,     50,      9,     87,     18,     90,    160
195501,    152,     61,    331,     58,     50,      9,     87,     18,     89,    160
195502,    150,     61,    330,     58,     50,      9,     87,     18,     89,    160
195503,    150,     61,    328,     58,     50,      9,     87,     18,     89,    160
195504,    150,     61,    328,     58,     50,      9,     87,     17,     89,    159
195505,    150,     61,    328,     57,     49,      9,     87,     17,     89,    158
195506,    150,     61,    328,     57,     49,      9,     87,     17,     89,    158
195507,    152,     62,    339,     59,     49,      9,     88,     17,     92,    159
195508,    152,     62,    338,     58,     49,      9,     88,     17,     92,    158
195509,    152,     61,    337,     57,     49,      9,     88,     17,     92,    158
195510,    152,     60,    337,     56,     49,      9,     88,     17,     92,    158
195511,    152,     60,    337,     56,     49,      9,     88,     17,     92,    158
195512,    152,     59,    335,     56,     49,      9,     87,     17,     92,    158
195601,    151,     58,    335,     56,     49,      9,     87,     17,     92,    158
195602,    151,     58,    335,     56,     49,      9,     86,     17,     92,    158
195603,    151,     58,    335,     56,     49,      9,     86,     17,     92,    158
195604,    151,     58,    335,     56,     49,      9,     86,     17,     92,    158
195605,    149,     58,    335,     56,     49,      9,     86,     17,     92,    158
195606,    149,     58,    334,     56,     49,      9,     86,     17,     92,    156
195607,    149,     57,    344,     57,     50,     10,     87,     17,     93,    158
195608,    148,     57,    344,     56,     50,     10,     87,     17,     93,    157
195609,    148,     57,    343,     56,     50,     10,     87,     17,     93,    156
195610,    148,     57,    341,     55,     50,     10,     87,     17,     93,    156
195611,    147,     57,    341,     55,     50,     10,     87,     17,     93,    156
195612,    147,     57,    341,     55,     50,     10,     87,     17,     93,    156
195701,    147,     57,    338,     54,     50,     10,     87,     17,     93,    156
195702,    147,     57,    338,     54,     50,     10,     87,     17,     93,    156
195703,    147,     57,    338,     54,     50,     10,     87,     17,     93,    156
195704,    147,     56,    338,     54,     50,     10,     87,     17,     93,    156
195705,    146,     55,    337,     54,     50,     10,     87,     17,     93,    156
195706,    146,     54,    335,     54,     50,     10,     87,     17,     93,    156
195707,    150,     56,    347,     56,     59,     10,     87,     17,     94,    160
195708,    149,     56,    346,     56,     58,     10,     87,     17,     94,    160
195709,    149,     56,    345,     56,     58,     10,     87,     17,     94,    159
195710,    148,     56,    345,     56,     58,      9,     86,     17,     94,    159
195711,    148,     56,    345,     56,     57,      9,     86,     17,     94,    159
195712,    148,     56,    343,     56,     57,      9,     86,     17,     94,    157
195801,    148,     56,    341,     56,     57,      9,     86,     17,     94,    157
195802,    148,     56,    341,     56,     57,      9,     85,     17,     94,    157
195803,    147,     56,    339,     56,     57,      9,     84,     17,     94,    156
195804,    147,     56,    339,     56,     57,      9,     84,     17,     94,    156
195805,    146,     56,    338,     56,     57,      9,     84,     17,     94,    156
195806,    146,     55,    337,     55,     57,      9,     84,     17,     94,    156
195807,    147,     51,    347,     55,     63,      9,     83,     20,     96,    167
195808,    147,     51,    346,     55,     63,      9,     83,     20,     96,    166
195809,    147,     51,    345,     55,     63,      9,     83,     20,     96,    164
195810,    147,     51,    344,     55,     63,      9,     83,     20,     96,    162
195811,    147,     51,    344,     55,     63,      9,     83,     20,     96,    162
195812,    147,     50,    343,     55,     63,      9,     83,     20,     96,    162
195901,    147,     50,    343,     55,     63,      9,     83,     20,     96,    162
195902,    147,     50,    343,     55,     63,      9,     81,     20,     96,    162
195903,    147,     50,    342,     55,     62,      9,     80,     20,     96,    160
195904,    147,     50,    341,     55,     62,      9,     80,     20,     96,    158
195905,    147,     50,    341,     55,     62,      9,     80,     20,     96,    158
195906,    147,     50,    341,     55,     62,      9,     80,     20,     96,    157
195907,    152,     49,    347,     52,     68,     10,     83,     22,    100,    160
195908,    152,     49,    347,     52,     68,     10,     83,     22,    100,    159
195909,    152,     49,    347,     52,     68,     10,     83,     22,    100,    159
195910,    151,     49,    347,     52,     67,     10,     83,     22,    100,    159
195911,    151,     49,    346,     52,     67,     10,     83,     22,    100,    159
195912,    151,     49,    346,     52,     66,     10,     83,     22,    100,    158
196001,    151,     49,    346,     52,     65,     10,     83,     22,    100,    158
196002,    151,     49,    346,     52,     65,     10,     83,     22,    100,    157
196003,    150,     49,    346,     52,     65,     10,     83,     22,    100,    157
196004,    149,     49,    345,     52,     65,     10,     83,     22,    100,    156
196005,    149,     49,    343,     52,     64,     10,     83,     22,    100,    156
196006,    149,     49,    343,     52,     64,     10,     83,     22,    100,    156
196007,    151,     49,    359,     52,     73,     10,     90,     23,    101,    164
196008,    151,     49,    359,     52,     73,     10,     89,     23,    101,    164
196009,    151,     49,    359,     52,     73,     10,     89,     23,    100,    164
